id,y,age,agecat,sexe,school_type,parent_educ,study_hrs,sleep_hrs,sleep_qual,attend_pct,attend_pct_cat,web_access,trav_time,extra_act,study_method
911,34.1,17.6,4,1,1,1,6.9,6.5,1,52,1,2,2,2,6
912,49.1,18.9,5,2,1,5,8.1,7.9,3,72.3,3,2,1,1,4
913,68.90000000000001,16,2,1,2,3,7.9,7.5,2,85,4,2,2,1,4
914,81,18.7,5,3,2,6,9.6,7.6,3,91.40000000000001,4,2,1,1,2
915,57.6,19,5,1,1,2,6.7,7.3,2,68.40000000000001,2,2,3,2,1
916,44.9,18.4,5,2,1,2,12.3,4.1,1,69.59999999999999,2,2,3,2,1
917,33.6,15.3,2,1,2,1,10,4.1,1,56.7,1,2,3,1,1
918,48.6,17.8,4,3,1,2,9.699999999999999,7.3,3,76.7,3,1,1,2,1
919,39.3,17.1,4,1,2,6,6.6,6.3,2,67.59999999999999,2,2,4,2,2
920,45.8,14.3,1,2,2,4,7.2,5.9,1,52.2,1,2,3,2,1
921,74.5,14.4,1,2,2,5,10.5,9.699999999999999,3,97,4,2,1,2,1
922,59.1,16,2,2,2,6,2.6,7.3,3,61.2,1,2,2,1,1
923,41.5,15.1,2,3,2,3,9,6.1,1,50.5,1,2,4,1,2
924,60.1,18.6,5,1,1,6,9.9,8.199999999999999,3,76.3,3,2,4,1,4
925,50.6,14.9,1,2,1,3,12.1,5.5,1,77.2,3,2,4,2,6
926,60.1,15.4,2,3,1,1,7,7.7,3,73.3,3,1,3,1,5
927,62.2,17,3,1,2,6,11.6,6.2,1,80.90000000000001,4,2,3,2,4
928,58.7,18.7,5,1,1,4,10.4,7.3,1,73.90000000000001,3,2,3,1,1
929,18.5,17.3,4,1,2,4,12.3,4.3,1,50.9,1,2,4,2,3
930,68,18.1,5,1,2,6,12.7,8.4,2,83.2,4,2,2,2,2
931,68.59999999999999,18.4,5,2,1,5,7.4,8.300000000000001,3,69.59999999999999,2,2,3,2,1
932,67.40000000000001,17.1,4,1,2,5,7.7,6.7,1,78.59999999999999,3,2,3,2,4
933,43.8,16.7,3,2,2,6,4.3,9,3,66.40000000000001,2,2,4,2,1
934,43.1,14.3,1,1,1,2,3.8,8.9,3,60.3,1,1,3,1,3
935,70.3,16.8,3,2,2,4,8.5,8.1,3,90.8,4,2,1,2,5
936,41.5,18.3,5,1,1,6,6.1,6.4,2,56,1,2,1,1,1
937,60,15.7,2,1,2,5,7.1,9,3,83.09999999999999,4,2,4,2,2
938,44.9,16.6,3,3,1,1,6.2,7.6,2,67.3,2,2,2,1,5
939,69.7,14.5,1,3,1,1,11.3,6,1,79.8,3,2,1,2,1
940,46.4,16.8,3,1,2,1,5.5,9.4,3,87.2,4,1,2,1,2
941,65.09999999999999,15.1,2,2,2,6,10.9,7.9,3,83.2,4,2,1,2,1
942,65.2,18.8,5,3,2,6,8.800000000000001,7.6,2,80.7,3,2,3,2,5
943,72,14.4,1,2,1,2,7.7,7.4,3,64.3,2,2,3,2,1
944,47.3,16.4,3,1,2,1,7.6,6.3,1,51.3,1,2,4,2,3
945,92.7,15,1,2,2,6,10.1,8.9,3,87.59999999999999,4,2,1,2,1
946,42.8,15.9,2,2,1,1,12.5,4.6,1,66.7,2,2,1,1,6
947,80.90000000000001,16.4,3,1,2,6,11.1,7.6,2,82.59999999999999,4,2,1,2,1
948,90.59999999999999,16.5,3,1,2,3,11.6,7.3,1,90.3,4,2,1,1,2
949,88.09999999999999,16.2,3,2,2,4,12.3,8.199999999999999,3,93.40000000000001,4,2,1,2,6
950,73.7,18.7,5,1,1,3,8.199999999999999,6.5,1,79.7,3,2,3,1,3
951,37.6,17.6,4,3,1,1,5.9,8.4,3,73.2,3,2,2,1,1
952,54.9,16,2,3,2,5,4,5,2,76.7,3,2,1,2,1
953,33,18.2,5,1,1,4,2.9,8.4,3,60.1,1,2,4,2,2
954,38.2,15.2,2,2,2,6,5.4,8.199999999999999,3,57,1,2,4,1,4
955,40.2,15.4,2,1,1,2,4.6,9.6,3,66.09999999999999,2,2,2,1,5
956,61.9,15.5,2,2,1,4,8,7.8,3,81,4,2,3,1,1
957,62.2,17.1,4,3,2,3,6.1,9.800000000000001,3,85.90000000000001,4,2,1,2,4
958,57.9,15.1,2,1,1,1,5.7,7.5,3,68.8,2,2,1,1,4
959,49.2,14.7,1,3,1,3,8.699999999999999,6.2,1,70.09999999999999,2,1,4,1,1
960,57.7,15.2,2,2,2,2,6.2,8.5,3,73.2,3,2,1,2,4
961,63.9,17.4,4,3,1,6,13.9,5.7,1,90.59999999999999,4,2,1,2,3
962,41,16.9,3,1,1,3,6.7,7,2,63.4,2,2,3,2,2
963,42.5,14.9,1,3,2,1,8.199999999999999,5.2,1,72.2,3,2,4,1,6
964,48.5,14.4,1,1,2,4,8.6,5.8,1,62.8,2,2,3,2,1
965,25.7,17.1,4,2,2,6,2.1,6.7,2,51.6,1,1,3,1,1
966,73.8,17.5,4,1,2,6,8.1,8.699999999999999,3,87.8,4,2,1,2,2
967,37.4,18.3,5,1,2,4,3,9.300000000000001,3,82.8,4,2,2,2,1
968,60.1,15.3,2,3,2,4,5.4,7.5,3,64.5,2,2,3,1,2
969,41.8,16.9,3,3,2,6,7.1,6,2,61.5,1,2,2,1,6
970,68.2,14.2,1,1,1,6,10.1,8.5,3,90.09999999999999,4,2,3,1,6
971,50,18,4,3,1,1,6.3,4.7,1,61.2,1,2,3,2,6
972,68.2,15.8,2,2,1,2,8.1,7.9,3,96.59999999999999,4,2,1,1,3
973,61.5,18.6,5,2,2,1,12.9,6.4,1,82.90000000000001,4,2,4,2,5
974,99.8,16.4,3,1,2,5,11.6,8.5,3,90,4,2,2,2,2
975,45.2,16.1,3,3,2,1,9.5,7.6,2,55.9,1,2,3,1,1
976,92.5,15.9,2,1,2,6,13.5,8.300000000000001,3,86.59999999999999,4,1,1,1,6
977,74.7,16.8,3,1,2,6,10.7,8.1,3,77.59999999999999,3,2,1,1,2
978,49.4,17.7,4,1,1,5,8.800000000000001,7,1,68.2,2,1,4,1,3
979,48.6,17.9,4,2,1,2,7.4,6.1,2,73.7,3,1,2,1,4
980,30.7,18.4,5,1,1,2,8.5,5.4,1,62.2,1,1,2,1,1
981,31.3,18.1,5,1,2,1,8.699999999999999,4.3,1,69.59999999999999,2,1,4,1,5
982,61.9,15.6,2,3,2,5,8.300000000000001,6.7,2,64.5,2,2,1,2,1
983,44.8,15.9,2,1,1,1,10.2,7.5,2,60.1,1,2,3,1,4
984,26.3,18.9,5,2,1,1,4.3,5.1,1,51.3,1,2,4,1,3
985,55.1,17.5,4,1,2,3,7.3,6.6,2,68.7,2,2,2,2,6
986,62.9,16.1,3,3,1,3,8.1,7,2,75.3,3,2,1,2,5
987,53.3,17.6,4,1,1,2,10,6.9,1,60.6,1,2,3,1,4
988,35.4,14.3,1,3,1,1,6.5,4.5,1,52.3,1,1,4,2,3
989,35.2,16.7,3,3,2,1,6.7,6.9,2,55.7,1,2,4,1,3
990,37,18.4,5,1,2,5,2.1,7.2,3,53.5,1,1,1,1,2
991,69.5,14,1,3,1,4,9.5,8.199999999999999,3,78.5,3,2,2,1,6
992,68,17.4,4,3,2,4,5.9,7.5,3,83.09999999999999,4,1,1,1,3
993,37.8,18.4,5,3,1,5,6.6,5.7,1,62.9,2,2,2,1,3
994,66.8,17,3,2,2,6,8,7.8,2,71.8,3,2,1,1,4
995,62.5,14.1,1,1,2,4,5.7,8.800000000000001,3,88.8,4,2,1,2,2
996,71.7,14.8,1,2,2,3,9.199999999999999,8,3,86.5,4,2,1,1,1
997,60.1,18.1,5,1,2,3,10.8,7.8,2,84.5,4,2,1,1,1
998,78,18.9,5,3,2,4,8.800000000000001,7.5,1,77.5,3,2,3,1,2
999,53.7,18.5,5,2,1,4,10.2,7.1,3,73.7,3,2,4,1,1
1000,43.2,18.3,5,2,1,1,5.2,6.9,2,73.2,3,2,2,1,6
1001,96.90000000000001,14.8,1,3,2,6,13.6,8.1,3,95.8,4,2,1,2,6
1002,57.5,14.5,1,3,1,5,8.4,4.9,1,77.7,3,2,3,2,6
1003,47.7,15,1,1,2,2,5,9.300000000000001,3,77.5,3,2,2,2,4
1004,42.3,14.9,1,3,2,1,2.1,9.6,3,69.8,2,1,2,1,2
1005,52.6,16.3,3,3,2,6,6.7,7.5,3,67.3,2,2,2,1,3
1006,53.7,14.6,1,1,2,6,10.1,5.5,1,69.90000000000001,2,2,2,1,2
1007,53.4,14.3,1,1,1,1,6.1,9.9,3,91.09999999999999,4,1,1,1,1
1008,67.40000000000001,18.1,5,3,2,4,8.1,7.9,3,72.90000000000001,3,2,1,2,4
1009,62.1,17.4,4,3,2,4,8.5,8,3,83,4,2,2,2,6
1010,57.5,14.7,1,2,2,4,10.6,8.5,3,71.59999999999999,2,1,4,2,3
1011,57.5,18,4,2,2,4,10,6.1,1,65.40000000000001,2,2,4,2,1
1012,41.4,16.2,3,3,2,5,6.5,7.2,2,53.7,1,2,4,1,2
1013,51.6,16.7,3,1,1,4,8.800000000000001,5,1,61.2,1,2,3,2,6
1014,71,14.5,1,3,2,6,11.4,6.3,2,91.7,4,2,3,1,3
1015,40.1,14.8,1,3,2,6,8.800000000000001,7,2,63.5,2,1,2,2,5
1016,95,14.6,1,2,2,6,12.5,9.5,3,98.5,4,2,1,2,4
1017,50.7,16.6,3,3,1,3,9.1,7.2,2,65,2,2,1,2,2
1018,37.3,15.6,2,2,1,2,8.4,5.9,2,60.1,1,2,4,1,1
1019,32.5,14.6,1,3,1,3,4.3,8.4,3,52.1,1,1,1,1,1
1020,60.8,18.2,5,1,2,6,9.699999999999999,6.6,1,70.8,2,2,3,2,3
1021,85.7,15.1,2,3,2,6,13.1,8.6,3,96.59999999999999,4,2,2,2,1
1022,55.4,17.3,4,2,2,1,7.4,7.4,3,86.5,4,1,2,2,6
1023,47.1,15.7,2,3,2,6,12.2,5.6,1,79,3,2,1,2,2
1024,31.5,17.4,4,3,2,5,3.2,6.9,2,52.1,1,1,4,1,4
1025,57,17.1,4,1,2,5,13,6,1,67.3,2,2,3,1,6
1026,34.7,14.5,1,1,2,4,2.7,5.7,1,50.1,1,2,4,1,2
1027,56.7,17.7,4,3,1,3,5.1,9.300000000000001,3,70.09999999999999,2,2,1,2,6
1028,62.1,15.9,2,3,1,4,10.9,7.4,2,81.90000000000001,4,1,1,1,6
1029,39.5,17.5,4,1,2,4,7.7,5.9,1,74.09999999999999,3,2,2,1,6
1030,86,14.1,1,2,2,5,9.6,9,3,99.8,4,2,1,2,2
1031,64.8,14.3,1,1,1,2,10.6,7.4,2,88.09999999999999,4,1,4,2,3
1032,63.9,14.2,1,1,2,6,8.9,7.1,1,74.8,3,2,2,2,1
1033,62.8,15.7,2,3,2,2,9.5,8.6,3,77,3,1,2,1,2
1034,34.8,14.3,1,1,1,3,3.2,7.4,2,68.2,2,1,3,1,4
1035,45.8,17.4,4,3,1,6,5.8,6.6,1,71.59999999999999,2,1,1,1,5
1036,48.7,15.9,2,1,1,3,6.9,5.6,1,53.4,1,2,2,1,2
1037,40,17.4,4,2,1,1,6.5,4.7,1,75.59999999999999,3,2,2,1,6
1038,42.1,17.4,4,2,2,6,7.4,6.2,2,53,1,2,4,1,2
1039,41.4,15.8,2,1,2,4,9.5,6,1,51.8,1,2,4,2,1
1040,50.1,15.3,2,1,1,3,9.1,5.4,1,53.3,1,2,2,1,1
1041,41.3,16.9,3,2,1,3,13.6,5.2,1,86.2,4,1,3,2,5
1042,64.8,15.2,2,2,1,5,8.9,9.699999999999999,3,92.5,4,2,2,2,1
1043,52.4,14.5,1,2,1,4,8.6,6,1,66.8,2,2,4,1,1
1044,48,15.8,2,2,1,1,5.4,7.3,2,68.09999999999999,2,1,3,1,2
1045,75.40000000000001,17.8,4,1,1,6,11.2,8.300000000000001,3,75.59999999999999,3,2,3,1,3
1046,49.3,16.8,3,1,2,4,6.3,6.1,1,55.2,1,2,4,2,1
1047,57.6,17.2,4,2,1,5,9.6,7.1,1,85.5,4,2,3,1,3
1048,67.8,15.4,2,3,1,5,7.1,7.9,2,78.8,3,2,1,2,1
1049,63.5,18.8,5,3,1,2,8.199999999999999,6.2,1,67.7,2,2,4,2,6
1050,56.4,18.6,5,2,1,4,6.3,5,1,59,1,2,2,2,1
1051,61.5,17.1,4,1,1,6,8,5.8,1,79.5,3,2,2,2,1
1052,45.2,14.2,1,2,1,1,5.7,7.2,3,71.40000000000001,2,2,3,2,1
1053,35.9,17.5,4,3,1,2,6.3,7,2,50.5,1,1,3,1,4
1054,53.1,16,2,1,1,3,6.3,7.7,2,89.8,4,1,4,2,5
1055,40.6,15,1,1,2,2,4.2,7.7,2,54.7,1,1,4,2,5
1056,49.3,16.6,3,3,1,1,5.5,6.8,2,54.3,1,2,4,1,4
1057,39.7,17,3,2,2,6,12.2,4.3,1,73.09999999999999,3,2,3,2,3
1058,63.9,17.9,4,3,2,6,9,6.1,2,96.7,4,2,1,2,2
1059,68,15.7,2,3,1,4,5.9,8.4,3,83.8,4,2,1,1,4
1060,49.8,17.6,4,2,1,1,6,7.5,3,59.4,1,1,3,1,4
1061,32.3,16,2,1,2,4,6,6.1,1,58.8,1,1,3,1,6
1062,61.1,17.8,4,2,2,5,10.8,4.1,1,83.3,4,2,3,2,5
1063,56,17,3,3,1,6,10.3,6.2,1,73.09999999999999,3,2,3,2,2
1064,51.7,17,3,3,2,2,10.3,6.3,1,91,4,2,1,1,1
1065,48.5,18.3,5,1,2,4,10.4,5.9,1,51.9,1,1,3,1,1
1066,61.6,17.9,4,3,1,6,5.8,7.2,3,80.5,3,1,2,1,5
1067,59.2,15.7,2,1,1,5,7.7,8.9,3,67.5,2,2,4,2,6
1068,66.7,15.8,2,3,2,4,13.4,5.9,1,92.2,4,2,1,2,6
1069,55.4,15.9,2,3,1,1,8.9,6.6,2,72.8,3,2,4,2,1
1070,62.4,15.3,2,2,2,6,10.4,8.1,2,67.09999999999999,2,2,1,1,3
1071,68.3,18.4,5,1,2,3,7.9,9.800000000000001,3,83.59999999999999,4,2,1,2,2
1072,31.3,18.2,5,1,1,2,6.3,6.3,2,56.4,1,2,3,1,1
1073,81.2,16.6,3,2,2,6,12.4,6.7,2,80.3,3,2,2,1,2
1074,47,14.2,1,1,2,6,8.4,6.4,1,65.90000000000001,2,2,4,1,2
1075,87.8,15.3,2,1,2,6,13.8,8.199999999999999,3,98.7,4,2,2,2,2
1076,15.7,18.7,5,1,1,1,2.9,5.2,1,55.2,1,2,4,1,1
1077,63.7,18.1,5,1,2,3,12.3,6.4,1,92.2,4,2,2,2,6
1078,40.1,16.4,3,1,1,1,8,6,1,53.6,1,1,4,1,2
1079,60.1,18.1,5,2,2,6,7.4,5.8,1,73.59999999999999,3,2,1,2,2
1080,56.6,17.8,4,3,1,2,9,6.7,2,90.2,4,1,2,1,5
1081,63.9,17.8,4,3,2,2,11,7.1,1,81.40000000000001,4,2,3,2,1
1082,51.8,16.1,3,1,1,1,5.2,8.4,3,57,1,2,2,1,6
1083,64,15.9,2,1,1,2,9.1,7.2,2,79.3,3,1,2,2,2
1084,38.4,16.2,3,2,1,6,5.4,6.4,2,53.6,1,2,3,1,5
1085,68.7,17.5,4,1,2,6,12.1,6,1,94.09999999999999,4,2,1,2,2
1086,95.2,15.3,2,1,2,4,13.7,8.5,3,95.8,4,2,1,2,3
1087,67.59999999999999,18.2,5,3,2,5,8.9,7.1,1,80.2,3,2,1,2,1
1088,48.4,17.9,4,1,1,3,4.3,7.6,2,51.9,1,2,2,2,1
1089,83.8,18.3,5,1,2,6,9.4,7.9,3,79.59999999999999,3,2,1,2,1
1090,37.9,17.6,4,2,1,2,10,6.1,1,64.5,2,1,4,1,5
1091,70.90000000000001,19,5,3,2,6,9.9,7.4,3,88,4,2,1,2,5
1092,70.40000000000001,17,3,3,2,2,8.4,7.3,2,81.59999999999999,4,2,2,1,5
1093,82.40000000000001,16.8,3,2,2,6,9.800000000000001,9.9,3,82.3,4,2,3,2,6
1094,46.3,15.9,2,3,2,4,8.5,5.3,1,64.59999999999999,2,2,3,1,1
1095,53.4,15.5,2,1,2,1,8.199999999999999,6.5,2,86,4,2,4,1,5
1096,63.4,17.8,4,1,2,6,6.1,7.7,3,86.2,4,2,2,2,6
1097,89.40000000000001,16.8,3,1,2,5,12.3,7.8,3,99.90000000000001,4,2,1,1,1
1098,46.6,18.6,5,1,1,3,6,6.7,2,66.09999999999999,2,2,4,1,2
1099,40.4,15.4,2,1,1,2,6.5,9.699999999999999,3,52.3,1,2,4,1,4
1100,49.7,17.1,4,2,2,5,12.4,4.3,1,74.59999999999999,3,2,3,2,2
1101,59.5,14.4,1,1,2,6,7,9.1,3,79.3,3,2,1,1,3
1102,60.9,16.9,3,1,2,6,11.2,5.2,1,63.7,2,2,1,1,4
1103,73.5,18.2,5,1,2,3,9.199999999999999,7.2,3,92.40000000000001,4,2,1,2,6
1104,34,18.9,5,1,1,3,12.1,4.3,1,62.1,1,1,4,2,1
1105,46,18.5,5,1,2,3,5.9,7,3,61.4,1,1,4,2,6
1106,50.1,15.6,2,3,1,1,10.7,6.1,1,74.5,3,1,2,2,1
1107,62.9,16,2,3,2,2,10.8,7.1,1,80,3,2,4,2,2
1108,37.9,18.6,5,3,2,1,5.9,6.7,2,50.5,1,2,4,1,1
1109,51.4,17.3,4,1,2,5,9.699999999999999,4.6,1,72,3,2,4,2,1
1110,58.6,16.5,3,1,1,4,13.5,6,1,82.8,4,2,4,2,6
1111,59.1,15.1,2,3,2,1,9.6,6.5,2,80.5,3,2,1,1,4
1112,53.7,17.7,4,2,1,5,10.5,5.8,1,75.3,3,2,4,2,4
1113,60.7,16.3,3,3,1,5,10.7,6.8,1,89.2,4,2,3,2,3
1114,47.9,18,4,1,2,5,9.199999999999999,5.7,1,59.5,1,2,2,1,3
1115,71.90000000000001,15.7,2,3,1,3,6.1,9.300000000000001,3,62.2,1,1,2,1,4
1116,35,17,3,2,1,1,12.6,4.2,1,72.2,3,2,4,2,1
1117,66.59999999999999,15.4,2,3,1,4,7,8.4,3,79.59999999999999,3,2,3,2,2
1118,38.1,15.3,2,2,1,1,3.5,7.2,3,51.4,1,1,4,1,4
1119,50.8,17.9,4,2,1,5,5.6,7.7,3,74.40000000000001,3,2,1,1,3
1120,45.4,15.1,2,2,2,1,6.9,6.8,1,64.40000000000001,2,2,2,2,5
1121,54.8,14.3,1,1,1,6,5.1,6.8,2,54.6,1,2,4,1,6
1122,41.9,15.1,2,3,1,5,4.7,7.6,3,70,2,2,3,2,5
1123,40.5,18.1,5,2,2,5,11.3,4.1,1,59.3,1,2,3,1,5
1124,48.5,15,1,3,2,5,11.2,6.2,1,74.2,3,2,1,2,1
1125,45.2,18.8,5,3,1,2,5,7.1,2,81.09999999999999,4,2,4,1,6
1126,48.3,17.7,4,2,2,6,8.4,4.9,1,63.5,2,2,2,1,4
1127,33.8,16.1,3,3,1,1,7.7,5.1,1,68.40000000000001,2,2,4,2,1
1128,75.2,18.8,5,2,1,2,9.5,7.8,3,83.3,4,2,3,2,3
1129,47.2,14.4,1,1,1,3,9.199999999999999,5.7,1,58.4,1,2,4,1,5
1130,32.2,17,3,1,1,3,7.3,4.9,1,53.1,1,2,2,1,5
1131,57.3,15,1,1,2,3,6.7,8.1,3,76.09999999999999,3,2,1,2,5
1132,64.2,14.1,1,1,1,4,9.199999999999999,7.1,2,69.3,2,2,1,1,1
1133,39.7,16.5,3,3,1,3,4.2,9,3,60.1,1,2,3,1,5
1134,63.4,16.9,3,2,2,4,8.9,6.5,1,78.7,3,2,1,2,4
1135,40.3,18.9,5,2,2,5,7.9,6.4,2,53.7,1,2,4,1,2
1136,45.3,14.8,1,2,1,1,10.3,6.1,2,61.6,1,1,4,1,5
1137,81.2,15,1,2,2,2,9.1,8,3,81.40000000000001,4,2,1,1,1
1138,32.7,15.6,2,1,1,1,2.5,6.1,1,51.2,1,1,3,1,2
1139,89,18.1,5,3,1,4,13.8,8,3,97,4,2,1,2,3
1140,66.90000000000001,17.9,4,3,1,3,9.1,7.8,2,78.59999999999999,3,2,4,1,4
1141,63.4,14.7,1,2,1,4,6.8,9.300000000000001,3,72.40000000000001,3,1,1,1,4
1142,39.1,14.7,1,2,2,6,3.4,7,3,75.2,3,2,2,2,2
1143,64.09999999999999,18.2,5,2,2,3,6.2,8.4,3,66.90000000000001,2,1,1,1,4
1144,65.40000000000001,14.1,1,1,2,5,10.6,8,2,79.2,3,2,3,2,1
1145,38.6,16.7,3,3,1,3,9.199999999999999,5.4,1,56.1,1,2,4,1,1
1146,42.3,18.3,5,2,1,3,8.1,7.2,3,61.7,1,2,1,2,3
1147,64.5,15.1,2,3,1,6,11.8,7.3,1,96.59999999999999,4,2,1,2,4
1148,64.09999999999999,17.7,4,3,2,6,7.9,7.4,2,56.4,1,2,4,2,6
1149,47.1,15.6,2,3,1,6,11.6,5.7,1,62.4,2,2,4,1,6
1150,40,16.5,3,2,1,1,4.8,8.199999999999999,3,72.90000000000001,3,1,3,2,4
1151,72.8,16.1,3,1,1,3,9.699999999999999,8.800000000000001,3,81.59999999999999,4,2,3,2,2
1152,34.7,18,4,1,2,4,3.7,7.2,2,62,1,2,3,2,1
1153,42.4,15.4,2,2,1,1,7.9,6.3,1,50.1,1,1,4,1,2
1154,38,15,1,1,1,1,8.699999999999999,5.5,1,63.3,2,2,3,1,4
1155,55.8,17.8,4,3,2,5,8.800000000000001,7.6,2,64.3,2,2,1,2,3
1156,38.6,15.7,2,2,2,1,6.3,5.8,2,62.4,2,2,4,1,4
1157,74,18.4,5,1,1,2,10.2,6,2,90.8,4,2,2,2,6
1158,33,18.3,5,2,1,2,7.4,6.1,2,60.6,1,2,1,2,1
1159,44.6,16.8,3,3,2,2,6.4,6.3,1,51.3,1,2,2,1,2
1160,43.8,17.9,4,1,2,1,6.2,5.7,1,73,3,2,2,1,1
1161,26.7,17.1,4,1,1,3,2.5,5.6,2,52,1,2,1,1,4
1162,53.3,15.6,2,3,2,4,8.199999999999999,6.7,3,82.40000000000001,4,2,1,2,5
1163,48.8,17.3,4,3,2,3,6.3,6.8,3,75.3,3,2,1,2,1
1164,63.2,17.1,4,1,2,5,8.300000000000001,8.5,3,86.8,4,2,3,2,4
1165,73.5,16.3,3,1,1,4,10.3,6.9,3,92.5,4,2,2,2,1
1166,76.3,14.5,1,3,2,3,11.2,8.199999999999999,3,68.09999999999999,2,2,3,2,3
1167,42.8,16.6,3,2,2,3,6,7.5,2,60.5,1,2,4,1,6
1168,39.9,15.1,2,3,1,4,4.7,8.1,2,64.3,2,2,3,1,2
1169,57.1,14.1,1,3,1,5,9.6,4.4,1,70.09999999999999,2,2,3,1,4
1170,51.4,14.2,1,1,2,3,11.6,4.8,1,67.90000000000001,2,2,4,1,1
1171,77.59999999999999,17.8,4,2,2,1,11.1,7.6,2,72.5,3,2,1,2,5
1172,44.2,17.9,4,1,2,1,7.6,6.4,2,64.5,2,1,4,2,2
1173,52,15.8,2,1,1,1,11.4,7.2,2,89.3,4,1,4,1,5
1174,67.3,15.9,2,1,2,4,9.9,6.3,1,81.5,4,2,1,2,4
1175,47.2,16,2,3,1,3,5.9,5.8,1,68,2,2,1,1,6
1176,44.7,16.8,3,3,2,1,5.6,6.9,1,51.3,1,2,3,1,6
1177,73.40000000000001,15.2,2,1,1,5,6.6,8.199999999999999,3,71.40000000000001,2,2,1,1,2
1178,62.6,18.1,5,2,1,5,10.8,5.2,1,73.5,3,2,2,2,4
1179,51.7,14.6,1,3,2,3,5,6.6,2,61.8,1,2,3,1,1
1180,55.4,18.2,5,2,2,4,8.9,6.4,1,79.7,3,2,1,1,1
1181,59.1,17.3,4,2,1,4,10.7,6.8,2,70.09999999999999,2,1,3,2,4
1182,47.5,14.6,1,2,1,4,5.2,6,1,53.8,1,1,1,1,5
1183,70.3,14.9,1,1,2,1,13.7,5.5,1,92.59999999999999,4,2,1,2,1
1184,43.3,14.8,1,2,2,1,8.1,5.6,1,60.2,1,2,4,1,1
1185,45,14.6,1,2,1,6,7.2,6.3,2,68.8,2,2,1,2,2
1186,47.4,15.7,2,2,1,5,7.3,6,1,53.7,1,2,3,1,3
1187,32.1,17.9,4,3,1,1,7,5.3,1,69.5,2,2,3,2,3
1188,92.7,15.1,2,2,1,5,14,8.6,3,94.2,4,2,1,2,1
1189,37.2,14.9,1,3,2,6,5,6.3,1,55.2,1,2,4,2,2
1190,17.1,15,1,1,1,1,2.1,4.3,1,53.7,1,1,4,1,1
1191,33.9,17.4,4,3,2,1,4.6,6.3,1,51.4,1,2,4,1,1
1192,83.3,18.7,5,2,1,5,12.9,7.8,3,87.59999999999999,4,2,2,2,1
1193,56.5,16.5,3,1,2,6,11,6,1,69.7,2,2,2,2,1
1194,51.6,14.1,1,1,2,1,8.199999999999999,7.5,3,64.5,2,2,4,1,1
1195,46.4,17.4,4,2,1,1,5.3,7.1,2,70,2,2,4,1,5
1196,53.6,14.8,1,2,2,3,9.699999999999999,6.2,1,81.8,4,2,3,2,2
1197,66,15.7,2,2,2,2,10.2,7.7,3,76.90000000000001,3,2,4,2,1
1198,63.7,18.7,5,1,2,6,7,5.8,1,70,2,2,1,2,3
1199,67.90000000000001,15.3,2,1,2,6,5.5,8.199999999999999,3,68.09999999999999,2,2,2,2,4
1200,33.3,15.5,2,2,2,2,8.800000000000001,4.6,1,57.9,1,1,3,2,3
1201,51.8,15.8,2,3,2,5,7.5,5.3,1,73.2,3,2,4,2,2
1202,50.2,18.6,5,3,2,6,10.1,6.2,1,62.3,1,2,3,1,6
1203,65.59999999999999,17.2,4,1,1,1,8,7.2,2,76.7,3,2,1,2,4
1204,30.2,18.9,5,1,2,1,6.3,5.9,1,51.4,1,2,4,1,2
1205,33.4,15.6,2,3,1,4,3.4,10,3,57.1,1,2,1,1,1
1206,63.6,15.2,2,1,2,3,8,6.7,2,61.3,1,2,3,2,1
1207,66.90000000000001,17.9,4,2,2,4,9.5,7.1,1,72.8,3,2,4,2,2
1208,63.2,15.3,2,3,2,4,12.4,5.6,1,82.59999999999999,4,2,3,2,2
1209,60.8,19,5,3,2,3,11.4,6.3,1,72.5,3,1,3,1,3
1210,43.4,14.3,1,1,2,5,8.6,6.2,1,63.8,2,2,4,2,1
1211,65.5,16.5,3,1,1,3,10.2,8.199999999999999,3,74.7,3,2,2,2,1
1212,44.1,15.7,2,3,1,4,2.6,7.2,2,53.6,1,2,2,1,6
1213,60.7,17.3,4,2,2,6,13.6,5,1,74.09999999999999,3,2,2,2,2
1214,52,17.2,4,3,1,2,13.3,4.1,1,79.8,3,2,3,2,1
1215,68.3,14.2,1,1,1,2,8.9,9.300000000000001,3,83.8,4,1,3,1,1
1216,69,14.9,1,1,2,5,12.7,5.5,1,93.8,4,2,4,2,1
1217,56.8,18.6,5,1,2,6,13.4,5.9,1,74,3,2,1,1,2
1218,59.4,18.7,5,1,2,3,7.8,7.2,1,60.6,1,2,4,1,6
1219,59.7,15.9,2,3,2,6,7.3,9,3,67.09999999999999,2,2,2,2,1
1220,77.2,16.3,3,3,2,6,8.699999999999999,8.1,3,86.40000000000001,4,2,2,2,5
1221,58.4,14.7,1,3,2,6,8.800000000000001,7.9,3,71.40000000000001,2,2,1,2,1
1222,67,18.5,5,2,1,5,7.8,8.4,3,92.09999999999999,4,2,1,2,2
1223,43.7,16.8,3,3,1,5,3.5,5.8,1,51,1,2,3,2,6
1224,39.4,15.6,2,2,1,5,9.6,4.5,1,67.09999999999999,2,1,4,1,2
1225,49.7,16,2,1,1,4,13.1,6.6,1,83.8,4,2,4,2,6
1226,30.8,15.9,2,1,1,4,6.6,8,3,58.2,1,1,4,1,1
1227,50,14.6,1,1,1,1,4.8,7.2,3,60.7,1,2,1,1,1
